document name,begin offset,end offset,context left,text,context right
skylax_syntaxtrees_perseus.conllu,11424,11426,δὲ στασιάσαντες ἔλαβον ,ἐκ, Κορίνθου ἐποίκους χιλίους
skylax_syntaxtrees_perseus.conllu,11566,11570,ἰσθμὸν ἀποτεταφρευμένη. ,μετὰ, δὲ ταῦτα πόλις
skylax_syntaxtrees_perseus.conllu,11596,11600,Φαρά. καὶ ,κατὰ, ταῦτα νῆσός ἐστιν
skylax_syntaxtrees_perseus.conllu,11646,11650,καὶ λιμήν. ,μετὰ, ταῦτα νῆσος Κεφαληνία
skylax_syntaxtrees_perseus.conllu,11692,11695,ἐπάνειμι δὲ πάλιν ,ἐπὶ," τὴν ἤπειρον,"
skylax_syntaxtrees_perseus.conllu,11724,11728,ὅθεν ἀπέλιπον. ,μετὰ, ταῦτα πόλις Ἀλυζία
skylax_syntaxtrees_perseus.conllu,11753,11757,"Ἀλυζία, καὶ ",κατὰ, ταύτην νῆσος Κάρνος
skylax_syntaxtrees_perseus.conllu,11852,11855,πόλις· καὶ ,εἰς, ταύτας τὰς πόλεις
skylax_syntaxtrees_perseus.conllu,11888,11892,πόλεις ἀνάπλους ἐστὶ ,κατὰ, τὸν Ἀχελῷον.
skylax_syntaxtrees_perseus.conllu,11941,11943,ἄλλαι πόλεις Ἀκαρνάνων ,ἐν, μεσογείᾳ. παράπλους
skylax_syntaxtrees_perseus.conllu,12036,12040,εὐλίμενος· καὶ ,κατὰ, ταῦτα νῆσοι παράκεινται
skylax_syntaxtrees_perseus.conllu,12170,12174,. Αἰτωλία. ,μετὰ, δὲ Ἀκαρνανίαν Αἰτωλία
skylax_syntaxtrees_perseus.conllu,12221,12223,", καὶ πόλεις ",ἐν, αὐτῇ εἰσὶν αἵδε
skylax_syntaxtrees_perseus.conllu,12341,12344,"ιʹ, καὶ ",ἐπ’, αὐτοῦ ἱερόν·
skylax_syntaxtrees_perseus.conllu,12383,12386,πόλις· καὶ ,ἐπ’, αὐτῇ πόλεις εἰσὶν
skylax_syntaxtrees_perseus.conllu,12427,12429,ἄλλαι πολλαὶ Αἰτωλοῖς ,ἐν, μεσογείᾳ. παράπλους
skylax_syntaxtrees_perseus.conllu,12523,12526,τὴν Λοκρίδα πᾶσαν ,ἀπὸ, μεσογαίας μέχρι Αἰνιάνων
skylax_syntaxtrees_perseus.conllu,12537,12542,πᾶσαν ἀπὸ μεσογαίας ,μέχρι, Αἰνιάνων. Λοκροί
skylax_syntaxtrees_perseus.conllu,12598,12600,"εἰσιν ἔθνος, ",ἐν, οἷς εἰσὶν οἱ
skylax_syntaxtrees_perseus.conllu,12695,12697,καὶ τούτοις πόλεις ,ἐν, μεσογείᾳ. παράπλους
skylax_syntaxtrees_perseus.conllu,12803,12807,εἰσιν ἔθνος Φωκεῖς ,κατὰ, τὸ Κιρραῖον πεδίον
skylax_syntaxtrees_perseus.conllu,13402,13405,. ἔστι δ’ ,ἀπὸ, θαλάσσης ἡ ὁδὸς
skylax_syntaxtrees_perseus.conllu,13422,13426,θαλάσσης ἡ ὁδὸς ,πρὸς, τὴν ἐπὶ ἡμῶν
skylax_syntaxtrees_perseus.conllu,13431,13434,ὁδὸς πρὸς τὴν ,ἐπὶ, ἡμῶν θάλασσαν διὰ
skylax_syntaxtrees_perseus.conllu,13449,13452,ἐπὶ ἡμῶν θάλασσαν ,διὰ, τοῦ Ἰσθμοῦ στάδια
skylax_syntaxtrees_perseus.conllu,13551,13555,. Σικυών. ,μετὰ, δὲ Κόρινθον Σικυὼν
skylax_syntaxtrees_perseus.conllu,13619,13623,. Αχαιοί. ,μετὰ, δὲ Σικυῶνα Ἀχαιοὶ
skylax_syntaxtrees_perseus.conllu,13666,13668,καὶ πόλεις εἰσὶν ,ἐν, αὐτοῖς αἵδε·
skylax_syntaxtrees_perseus.conllu,13795,13799,. Ἦλίς. ,μετὰ, δὲ Ἀχαιοὺς Ἦλίς
skylax_syntaxtrees_perseus.conllu,13840,13842,", καὶ πόλεις ",ἐν, αὐτῇ αἵδε·
skylax_syntaxtrees_perseus.conllu,13932,13934,συνοικία πόλεων Ἦλις ,ἐν, μεσογείᾳ. κατὰ
skylax_syntaxtrees_perseus.conllu,13945,13949,ἐν μεσογείᾳ. ,κατὰ, ταύτην τὴν χώραν
skylax_syntaxtrees_perseus.conllu,13988,13990,"νῆσος Ζάκυνθος, ",ἐν, ᾗ καὶ πόλις
skylax_syntaxtrees_perseus.conllu,14044,14048,τῆς Ἠλείων χώρας ,ἄχρι, ἐπὶ τοὺς Λεπρεατῶν
skylax_syntaxtrees_perseus.conllu,14049,14052,Ἠλείων χώρας ἄχρι ,ἐπὶ, τοὺς Λεπρεατῶν ὅρους
skylax_syntaxtrees_perseus.conllu,14094,14098,. Ἀρκαδία. ,μετὰ, δὲ Ἦλιν Ἀρκαδία
skylax_syntaxtrees_perseus.conllu,14148,14151,δὲ ἡ Ἀρκαδία ,ἐπὶ, θάλατταν κατὰ Λέπρεον
skylax_syntaxtrees_perseus.conllu,14161,14165,Ἀρκαδία ἐπὶ θάλατταν ,κατὰ, Λέπρεον ἐκ μεσογείας
skylax_syntaxtrees_perseus.conllu,14174,14176,θάλατταν κατὰ Λέπρεον ,ἐκ, μεσογείας. εἰσὶ
skylax_syntaxtrees_perseus.conllu,14209,14211,δὲ αὐτῶν πόλεις ,ἐν, μεσογείᾳ αἱ μεγάλαι
skylax_syntaxtrees_perseus.conllu,14380,14384,. Μεσσήνη. ,μετὰ, δ’ Ἀρκαδίαν ἐστὶν
skylax_syntaxtrees_perseus.conllu,14429,14431,", καὶ πόλεις ",ἐν, αὐτῇ αἵδε·
skylax_syntaxtrees_perseus.conllu,14487,14490,λιμὴν Κυπάρισσος ἀπέχουσα ,ἀπὸ, θαλάττης στάδια ζʹ
skylax_syntaxtrees_perseus.conllu,14540,14542,"λιμήν, Ἰθώμη ",ἐν, μεσογείᾳ ἀπέχουσα ἀπὸ
skylax_syntaxtrees_perseus.conllu,14561,14564,ἐν μεσογείᾳ ἀπέχουσα ,ἀπὸ, θαλάττης στάδια πʹ
skylax_syntaxtrees_perseus.conllu,14581,14583,ἀπὸ θαλάττης στάδια ,πʹ,. παράπλους δὲ
skylax_syntaxtrees_perseus.conllu,14641,14645,. Λακεδαίμων. ,μετὰ, δὲ Μεσσήνην Λακεδαίμων
skylax_syntaxtrees_perseus.conllu,14687,14689,", καὶ πόλεις ",ἐν, αὐτῇ εἰσὶν αἵδε
skylax_syntaxtrees_perseus.conllu,14792,14794,. τούτων ἀμφοτέρων ,ἐν, μέσῳ προέχον εἰς
skylax_syntaxtrees_perseus.conllu,14808,14811,ἐν μέσῳ προέχον ,εἰς, θάλασσαν ἱερὸν Ποσειδῶνος
skylax_syntaxtrees_perseus.conllu,14882,14884,"λιμήν, Γύθειον ",ἐν, ᾧ νεώριον καὶ
skylax_syntaxtrees_perseus.conllu,14968,14972,. Κύθηρα. ,κατὰ, ταύτην κεῖται Κύθηρα
skylax_syntaxtrees_perseus.conllu,15021,15025,καὶ λιμήν. ,κατὰ, δὲ ταύτην ἐστὶ
skylax_syntaxtrees_perseus.conllu,15054,15058,Κρήτη νῆσος. ,μετὰ, δὲ ταύτην τὴν
skylax_syntaxtrees_perseus.conllu,15243,15245,πόλεις Λακεδαιμονίων. ,ἐν, μεσογείᾳ δ’ ἐστὶ
skylax_syntaxtrees_perseus.conllu,15346,15350,. Κρήτη. ,κατὰ, Λακεδαίμονα νῆσος κεῖται
skylax_syntaxtrees_perseus.conllu,15439,15442,. διάπλους δὲ ,ἀπὸ, Λακεδαίμονος ἕως ἐπὶ
skylax_syntaxtrees_perseus.conllu,15456,15459,δὲ ἀπὸ Λακεδαίμονος ,ἕως, ἐπὶ τὸ ἀκρωτήριον
skylax_syntaxtrees_perseus.conllu,15460,15463,ἀπὸ Λακεδαίμονος ἕως ,ἐπὶ, τὸ ἀκρωτήριον τῆς
skylax_syntaxtrees_perseus.conllu,15489,15492,ἀκρωτήριον τῆς Κρήτης ,ἐφ’, ᾧ ἐστι πόλις
skylax_syntaxtrees_perseus.conllu,15532,15535,ἡμέρας δρόμος. ,ἀπὸ, δὲ Φαλασάρνων Κριοῦ
skylax_syntaxtrees_perseus.conllu,15582,15586,ἐστιν ἀκρωτήριον. ,πρὸς, νότον δὲ ἄνεμον
skylax_syntaxtrees_perseus.conllu,15609,15612,δὲ ἄνεμον πλοῦς ,εἰς," Λιβύην, ἐπὶ"
skylax_syntaxtrees_perseus.conllu,15621,15624,"εἰς Λιβύην, ",ἐπὶ, Χερρονήσου δὲ τὰς
skylax_syntaxtrees_perseus.conllu,15747,15750,", καὶ τέταται ",ἀπὸ, ἡλίου δυσμῶν πρὸς
skylax_syntaxtrees_perseus.conllu,15764,15768,ἀπὸ ἡλίου δυσμῶν ,πρὸς, ἡλίου ἀνατολάς.
skylax_syntaxtrees_perseus.conllu,15796,15798,. οἰκοῦσι δὲ ,ἐν," Κρήτῃ Ἕλληνες,"
skylax_syntaxtrees_perseus.conllu,15881,15884,", οἱ δὲ ",ἀπὸ, τῆς Ἑλλάδος τῆς
skylax_syntaxtrees_perseus.conllu,15972,15974,. πόλεις πολλαὶ ,ἐν, Κρήτῃ. Κρήτης
skylax_syntaxtrees_perseus.conllu,15996,15999,Κρήτης θέσις. ,ἐπὶ, Κωρύκῳ ἀκρωτηρίῳ ἐστὶ
skylax_syntaxtrees_perseus.conllu,16034,16038,ἐστὶ πρώτη πόλις ,πρὸς, ἥλιον δυόμενον ἡ
skylax_syntaxtrees_perseus.conllu,16121,16124,", καὶ διήκει ",ἀπὸ, βορέου πρὸς νότον
skylax_syntaxtrees_perseus.conllu,16132,16136,διήκει ἀπὸ βορέου ,πρὸς, νότον. Δικτυνναῖον
skylax_syntaxtrees_perseus.conllu,16172,16176,Δικτυνναῖον Ἀρτέμιδος ἱερὸν ,πρὸς," βορέαν ἄνεμον,"
skylax_syntaxtrees_perseus.conllu,16213,16217,χώρας Περγαμίας. ,πρὸς, νότον δὲ Ὑρτακίνα
skylax_syntaxtrees_perseus.conllu,16264,16268,καὶ λιμὴν κλειστὸς ,πρὸς, βορέαν· ἐν
skylax_syntaxtrees_perseus.conllu,16277,16279,πρὸς βορέαν· ,ἐν, μεσογείᾳ δὲ Ἔλυρος
skylax_syntaxtrees_perseus.conllu,16306,16310,Ἔλυρος πόλις. ,πρὸς, νότον δὲ Λίσσα
skylax_syntaxtrees_perseus.conllu,16342,16346,πόλις καὶ λιμὴν ,παρὰ, Κριοῦ μέτωπον.
skylax_syntaxtrees_perseus.conllu,16362,16366,Κριοῦ μέτωπον. ,πρὸς, βορέαν δὲ ἄνεμον
skylax_syntaxtrees_perseus.conllu,16409,16411,κάλλιστον καὶ λιμὴν ,ἐν, αὐτῷ ὅλους καὶ
skylax_syntaxtrees_perseus.conllu,16431,16435,ὅλους καὶ πᾶν ,πρὸς, βορέαν δὲ ἄνεμον
skylax_syntaxtrees_perseus.conllu,16535,16537,καὶ ποταμὸς Μεσάπος ,ἐν, αὐτῇ ἐστι.
skylax_syntaxtrees_perseus.conllu,16549,16553,αὐτῇ ἐστι. ,μετὰ, δὲ ταύτην ὄρος
skylax_syntaxtrees_perseus.conllu,16588,16592,Ἴδα καὶ Ἐλεύθερναι ,πρὸς, βορέαν. πρὸς
skylax_syntaxtrees_perseus.conllu,16601,16605,πρὸς βορέαν. ,πρὸς, νότον δὲ Σύβριτα
skylax_syntaxtrees_perseus.conllu,16633,16637,Σύβριτα καὶ λιμήν ,πρὸς, νότον Φαιστός.
skylax_syntaxtrees_perseus.conllu,16653,16657,νότον Φαιστός. ,πρὸς, βορέαν Ὀαξὸς καὶ
skylax_syntaxtrees_perseus.conllu,16684,16688,καὶ Κνωσσός. ,πρὸς, δὲ νότον Γόρτυνα
skylax_syntaxtrees_perseus.conllu,16714,16716,Γόρτυνα. Ῥαῦκος ,ἐν, μεσογείᾳ. ἐν
skylax_syntaxtrees_perseus.conllu,16727,16729,ἐν μεσογείᾳ. ,ἐν, μεσογείᾳ δὲ Λύκτος
skylax_syntaxtrees_perseus.conllu,16779,16783,αὕτη ἀμφοτέρωθεν. ,πρὸς, βορέαν δὲ ἄνεμον
skylax_syntaxtrees_perseus.conllu,16825,16827,Κάδιστος καὶ λιμὴν ,ἐν, αὐτῷ Ὀλοῦς καὶ
skylax_syntaxtrees_perseus.conllu,16908,16912,Ἴτανος ἀκρωτήριον Κρήτης ,πρὸς, ἥλιον ἀνίσχοντα.
skylax_syntaxtrees_perseus.conllu,16955,16957,καὶ ἄλλαι πόλεις ,ἐν, Κρήτῃ· λέγεται
skylax_syntaxtrees_perseus.conllu,17033,17037,δὲ αἵδε εἰσὶ ,κατὰ, τὴν Λακεδαιμονίαν χώραν
skylax_syntaxtrees_perseus.conllu,17091,17095,"καὶ λιμήν, ",κατὰ, δὲ ταύτην Κίμωλος
skylax_syntaxtrees_perseus.conllu,17115,17119,"ταύτην Κίμωλος, ",κατὰ, δὲ ταύτην Φολέγανδρος
skylax_syntaxtrees_perseus.conllu,17143,17147,"ταύτην Φολέγανδρος, ",κατὰ, δὲ ταύτην Σίκινοςνῆσος
skylax_syntaxtrees_perseus.conllu,17182,17186,καὶ πόλις. ,κατὰ, δὲ ταύτην Θήρα
skylax_syntaxtrees_perseus.conllu,17203,17207,"ταύτην Θήρα, ",κατὰ, δὲ ταύτην Ἀνάφη
skylax_syntaxtrees_perseus.conllu,17225,17229,"ταύτην Ἀνάφη, ",κατὰ, δὲ ταύτην Ἀστυπάλαια
skylax_syntaxtrees_perseus.conllu,17270,17273,ἐπάνειμι δὲ πάλιν ,ἐπὶ," τὴν ἤπειρον,"
skylax_syntaxtrees_perseus.conllu,17312,17316,. Ἄργος. ,μετὰ, δὲ Λακεδαίμονα πόλις
skylax_syntaxtrees_perseus.conllu,17355,17357,"Ἄργος, καὶ ",ἐν, αὐτῇ Ναυπλία πόλις
skylax_syntaxtrees_perseus.conllu,17388,17390,καὶ λιμήν· ,ἐν, μεσογείᾳ δὲ Κλεωναὶ
skylax_syntaxtrees_perseus.conllu,17533,17537,. Ἐπίδαυρος. ,μετὰ, δ’ Ἄργος ἡ
skylax_syntaxtrees_perseus.conllu,17577,17580,· καθήκει γὰρ ,εἰς, τὸν κόλπον τοῦτον
skylax_syntaxtrees_perseus.conllu,17610,17614,στάδια λʹ. ,μετὰ, δὲ τὴν Ἐπιδαυρίαν
skylax_syntaxtrees_perseus.conllu,17665,17668,. αὕτη ἐστὶ ,ἐπὶ, τῷ στόματι τοῦ
skylax_syntaxtrees_perseus.conllu,17744,17748,. Ἑρμίων. ,μετὰ, δὲ ταύτην Ἑρμιὼν
skylax_syntaxtrees_perseus.conllu,17816,17818,δὲ περίπλους σταδίων ,πʹ,. μετὰ δὲ
skylax_syntaxtrees_perseus.conllu,17820,17824,σταδίων πʹ. ,μετὰ, δὲ Ἑρμιόνα Σκύλλαιόν
skylax_syntaxtrees_perseus.conllu,17878,17882,τοῦ κόλπου τοῦ ,πρὸς, Ἰσθμόν· ἔστι
skylax_syntaxtrees_perseus.conllu,17992,17996,Ἀθηναίων χώρας. ,κατὰ, δὲ τοῦτό ἐστι
skylax_syntaxtrees_perseus.conllu,18054,18057,τούτου τοῦ κόλπου ,ἀπὸ, τούτου τοῦ στόματος
skylax_syntaxtrees_perseus.conllu,18078,18082,τούτου τοῦ στόματος ,εἴσω, εἰς τὸν Ἰσθμὸν
skylax_syntaxtrees_perseus.conllu,18083,18086,τοῦ στόματος εἴσω ,εἰς, τὸν Ἰσθμὸν στάδιά
skylax_syntaxtrees_perseus.conllu,18144,18148,κόλπος οὗτος αὐτὸς ,κατὰ, στόμα εὐθύτατος.
skylax_syntaxtrees_perseus.conllu,18177,18181,. Τροιζηνία. ,μετὰ, δὲ Ἑρμιόνα Τροιζὴν
skylax_syntaxtrees_perseus.conllu,18254,18258,στάδια λʹ. ,μετὰ, δὲ ταῦτα νῆσός
skylax_syntaxtrees_perseus.conllu,18353,18357,. Αἴγινα. ,κατὰ, δὲ ταύτην νῆσός
skylax_syntaxtrees_perseus.conllu,18431,18434,ἐπάνειμι δὲ πάλιν ,ἐπὶ," τὴν ἤπειρον,"
skylax_syntaxtrees_perseus.conllu,18477,18481,. Ἐπίδαυρος. ,μετὰ, δὲ Τροιζηνίαν πόλις
skylax_syntaxtrees_perseus.conllu,18589,18593,. Κορινθία. ,μετὰ, δὲ Ἐπίδαυρον ἡ
skylax_syntaxtrees_perseus.conllu,18632,18636,χώρα ἐστὶν ἡ ,πρὸς," ἠῶ, καὶ"
skylax_syntaxtrees_perseus.conllu,18737,18740,ἔστι δὲ καὶ ,ἔξω, τοῦ Ἰσθμοῦ χώρα
skylax_syntaxtrees_perseus.conllu,18848,18853,τῆς Κορινθίων χώρας ,μέχρι, τῶν ὁρίων τῶν
skylax_syntaxtrees_perseus.conllu,18896,18899,. Μέγαρα. ,ἀπὸ, δὲ τῆς Κορινθίων
skylax_syntaxtrees_perseus.conllu,19002,19007,τῆς Μεγαρέων χώρας ,μέχρι," Ἰαπίδος, ἔστι"
skylax_syntaxtrees_perseus.conllu,19202,19206,νῆσος Σαλαμίς. ,κατὰ, τοῦτό ἐστι Σαλαμὶς
skylax_syntaxtrees_perseus.conllu,19481,19483,καὶ ἄλλοι λιμένες ,ἐν, τῇ Ἀττικῇ πολλοί
skylax_syntaxtrees_perseus.conllu,19545,19548,στάδια ͵αρμʹ. ,ἀπὸ, Ἰαπίδος χώρας ἐπὶ
skylax_syntaxtrees_perseus.conllu,19563,19566,ἀπὸ Ἰαπίδος χώρας ,ἐπὶ, Σούνιον στάδια υϙʹ
skylax_syntaxtrees_perseus.conllu,19587,19590,στάδια υϙʹ. ,ἀπὸ, Σουνίου μέχρι τῶν
skylax_syntaxtrees_perseus.conllu,19599,19604,. ἀπὸ Σουνίου ,μέχρι, τῶν ὅρων τῶν
skylax_syntaxtrees_perseus.conllu,19638,19642,στάδια χνʹ. ,κατὰ, δὲ τὴν Ἀττικήν
skylax_syntaxtrees_perseus.conllu,19709,19711,καὶ πόλεις αἵδε ,ἐν, ταῖς νήσοις·
skylax_syntaxtrees_perseus.conllu,20050,20053,Κυκλάδες νῆσοι. ,ὑπὸ, δὲ ταύταις ἕτεραι
skylax_syntaxtrees_perseus.conllu,20083,20087,ἕτεραι νῆσοι αἵδε ,πρὸς, νότον· Ἴος
skylax_syntaxtrees_perseus.conllu,20110,20112,καὶ λιμήν· ,ἐν, ταύτῃ Ὅμηρος τέθαπται
skylax_syntaxtrees_perseus.conllu,20188,20192,", δίπολις. ",μετὰ, δὲ Ἄνδρον Εὔβοια
skylax_syntaxtrees_perseus.conllu,20242,20244,. εἰσὶ δὲ ,ἐν," αὐτῇ Κάρυστος,"
skylax_syntaxtrees_perseus.conllu,20328,20331,ἡ δὲ Εὔβοια ,ἀπὸ, Κηναίου Διὸς ἱεροῦ
skylax_syntaxtrees_perseus.conllu,20351,20354,Κηναίου Διὸς ἱεροῦ ,ἐπὶ," Γεραιστόν, Ποσειδῶνος"
skylax_syntaxtrees_perseus.conllu,20438,20440,ἡ Εὔβοια. ,ἐν, δὲ τῷ Αἰγαίῳ
skylax_syntaxtrees_perseus.conllu,20479,20483,νῆσοι αἵδε· ,κατ’, Ἐρέτριαν Σκῦρος καὶ
skylax_syntaxtrees_perseus.conllu,20602,20606,καὶ λιμήν. ,μετὰ, ταῦτα ἐπάνειμι πάλιν
skylax_syntaxtrees_perseus.conllu,20628,20631,ταῦτα ἐπάνειμι πάλιν ,ἐπὶ," τὴν ἤπειρον,"
skylax_syntaxtrees_perseus.conllu,20731,20734,γὰρ οὗτοι καὶ ,ἐπὶ, ταύτην τὴν θάλασσαν
skylax_syntaxtrees_perseus.conllu,20766,20768,. καὶ ἔστιν ,ἐν, αὐτῇ πρῶτον ἱερὸν
skylax_syntaxtrees_perseus.conllu,20867,20869,"Θεσπιαί, Ὀρχομενὸς ",ἐν, μεσογείᾳ. εἰσὶ
skylax_syntaxtrees_perseus.conllu,20938,20941,τῆς Βοιωτίας χώρας ,ἀπὸ, Δηλίου μέχρι τῶν
skylax_syntaxtrees_perseus.conllu,20949,20954,χώρας ἀπὸ Δηλίου ,μέχρι, τῶν Λοκρῶν ὁρίων
skylax_syntaxtrees_perseus.conllu,21037,21041,. καί εἰσι ,κατ’, Εὔβοιαν αὐτοῖς πόλεις
skylax_syntaxtrees_perseus.conllu,21234,21237,γὰρ καὶ οὗτοι ,εἰς, τὴν θάλασσαν ταύτην
skylax_syntaxtrees_perseus.conllu,21357,21359,ἄλλαι πόλεις αὐτοῖς ,ἐν, μεσογείᾳ. παράπλους
skylax_syntaxtrees_perseus.conllu,21477,21479,ὁ Μηλιεύς. ,ἐν, τούτῳ τῷ κόλπῳ
skylax_syntaxtrees_perseus.conllu,21819,21822,χώρᾳ ἐποικοῦσιν ἄνωθεν ,ἀπὸ," μεσογείας Αἰνιᾶνες,"
skylax_syntaxtrees_perseus.conllu,21847,21850,"Αἰνιᾶνες, καὶ ",δι’, αὐτῶν ῥεῖ ὁ
skylax_syntaxtrees_perseus.conllu,21882,21885,Σπερχειὸς ποταμός. ,ἔξω, δὲ τοῦ Μαλιαίου
skylax_syntaxtrees_perseus.conllu,21959,21961,εἰσὶ δὲ καὶ ,ἐν, τῷ Παγασητικῷ κόλπῳ
skylax_syntaxtrees_perseus.conllu,21982,21985,τῷ Παγασητικῷ κόλπῳ ,ἐπ’," ἀριστερᾷ εἰσπλέοντι,"
skylax_syntaxtrees_perseus.conllu,22010,22013,"εἰσπλέοντι, ὡς ",ἐπὶ, τὸ ἥμισυ τοῦ
skylax_syntaxtrees_perseus.conllu,22135,22137,ἄλλαι πόλεις Ἀχαιοῖς ,ἐν, μεσογείᾳ. Θετταλία
skylax_syntaxtrees_perseus.conllu,22191,22194,Ἀχαιοὺς Θετταλία καθήκει ,ἐπὶ, θάλατταν ἐκ μεσογείας
skylax_syntaxtrees_perseus.conllu,22204,22206,καθήκει ἐπὶ θάλατταν ,ἐκ, μεσογείας κατὰ στενὸν
skylax_syntaxtrees_perseus.conllu,22217,22221,θάλατταν ἐκ μεσογείας ,κατὰ, στενὸν εἰς τὸν
skylax_syntaxtrees_perseus.conllu,22229,22232,μεσογείας κατὰ στενὸν ,εἰς, τὸν Παγασητικὸν κόλπον
skylax_syntaxtrees_perseus.conllu,22299,22302,Θετταλίας πόλεις αἵδε ,ἐπὶ, θαλάττῃ· Ἀμφῆναι
